"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"C:\Users\chinn\OneDrive\Desktop\python_playwright_framework\tests\features\login.feature: Login with valid credentials","7183","test_login_with_valid_credentials","tests. step_definitions","2025-11-25","passed","2025-11-25","","test_login_steps","",""
